age,gender,race,marital_status,occupation,work_class,final_weight,education,education_num,relationship,capital_gain,capital_loss,hours_per_week,native_country,class
"(55, 60)",Female,*,*,Other-service,Private,191965,11th,7,Wife,3908,0,28,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,175689,Some-college,10,Wife,0,0,14,Cuba,>50K
"(55, 60)",Female,*,*,Adm-clerical,Private,156089,Some-college,10,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Self-emp-inc,257216,Masters,14,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Self-emp-not-inc,205296,Some-college,10,Wife,0,0,50,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Private,174533,Bachelors,13,Not-in-family,0,0,45,United-States,>50K
"(55, 60)",Female,*,*,Other-service,Local-gov,239405,5th-6th,3,Other-relative,0,0,40,Haiti,<=50K
"(55, 60)",Female,*,*,Priv-house-serv,Private,223613,1st-4th,2,Unmarried,0,0,30,Cuba,<=50K
"(55, 60)",Female,*,*,Other-service,Private,221336,10th,6,Other-relative,0,0,40,Philippines,<=50K
"(55, 60)",Female,*,*,Prof-specialty,State-gov,143931,Bachelors,13,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Self-emp-inc,209569,HS-grad,9,Unmarried,0,0,50,United-States,>50K
"(55, 60)",Female,*,*,Adm-clerical,Private,150560,Bachelors,13,Not-in-family,14084,0,40,United-States,>50K
"(55, 60)",Female,*,*,Adm-clerical,Private,210673,Some-college,10,Wife,0,0,40,United-States,>50K
"(55, 60)",Female,*,*,Craft-repair,Private,90414,Bachelors,13,Unmarried,0,0,55,Ireland,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Private,230039,HS-grad,9,Unmarried,0,625,38,United-States,<=50K
"(55, 60)",Female,*,*,Farming-fishing,Private,365050,7th-8th,4,Unmarried,0,0,20,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Local-gov,212448,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,214061,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,220262,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Craft-repair,Private,133126,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Farming-fishing,Self-emp-not-inc,241297,Some-college,10,Not-in-family,6849,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Local-gov,84564,Prof-school,15,Not-in-family,0,0,39,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,State-gov,69579,Some-college,10,Not-in-family,0,0,20,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,State-gov,123329,HS-grad,9,Not-in-family,0,0,16,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Local-gov,114401,HS-grad,9,Not-in-family,0,1504,19,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Private,172071,HS-grad,9,Wife,0,0,38,Jamaica,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Private,208431,Some-college,10,Not-in-family,0,0,32,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,268840,Some-college,10,Other-relative,0,0,16,United-States,>50K
"(55, 60)",Female,*,*,Sales,Private,161097,HS-grad,9,Not-in-family,0,0,26,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,100776,HS-grad,9,Wife,0,0,50,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,213894,11th,7,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Self-emp-inc,229498,Some-college,10,Not-in-family,0,0,20,United-States,>50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,83401,5th-6th,3,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,State-gov,71630,HS-grad,9,Not-in-family,0,1617,40,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Local-gov,99131,HS-grad,9,Other-relative,0,2246,40,United-States,>50K
"(55, 60)",Female,*,*,Exec-managerial,Self-emp-not-inc,222216,Some-college,10,Wife,0,0,60,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,217886,HS-grad,9,Not-in-family,0,0,36,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,106546,HS-grad,9,Unmarried,2174,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,201112,Assoc-acdm,12,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Handlers-cleaners,Private,188917,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,158641,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Private,175942,Some-college,10,Not-in-family,0,0,50,United-States,>50K
"(55, 60)",Female,*,*,Adm-clerical,Private,60193,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,98809,7th-8th,4,Wife,5013,0,45,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,219762,HS-grad,9,Wife,0,0,35,United-States,<=50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,244554,10th,6,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,49996,11th,7,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,183870,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,119386,Assoc-voc,11,Not-in-family,0,0,60,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,171015,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,197642,Some-college,10,Not-in-family,0,0,39,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Private,182028,Bachelors,13,Wife,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Craft-repair,Private,333270,Masters,14,Wife,0,0,35,Philippines,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,229335,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Self-emp-not-inc,163212,HS-grad,9,Unmarried,99999,0,40,United-States,>50K
"(55, 60)",Female,*,*,Exec-managerial,Private,216941,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,160303,HS-grad,9,Other-relative,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,159048,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,158077,Bachelors,13,Wife,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,200992,Some-college,10,Not-in-family,0,0,35,United-States,<=50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,193568,HS-grad,9,Own-child,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Private,108741,HS-grad,9,Wife,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,299358,HS-grad,9,Other-relative,0,1719,25,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,129836,HS-grad,9,Wife,0,0,10,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Federal-gov,176317,10th,6,Not-in-family,0,0,37,United-States,<=50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,214052,5th-6th,3,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Private,23789,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,156797,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,105060,Some-college,10,Not-in-family,0,0,37,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Private,357118,Masters,14,Wife,0,0,40,United-States,>50K
"(55, 60)",Female,*,*,Prof-specialty,Local-gov,215245,Bachelors,13,Not-in-family,0,0,37,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Self-emp-not-inc,357118,Bachelors,13,Not-in-family,0,0,60,United-States,<=50K
"(55, 60)",Female,*,*,Farming-fishing,Self-emp-not-inc,84774,Assoc-acdm,12,Wife,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,99359,HS-grad,9,Unmarried,0,1617,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,169071,HS-grad,9,Unmarried,0,0,28,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Self-emp-not-inc,274917,Masters,14,Not-in-family,0,0,15,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,195329,HS-grad,9,Not-in-family,2202,0,35,Italy,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Private,436861,Masters,14,Not-in-family,14084,0,40,United-States,>50K
"(55, 60)",Female,*,*,Adm-clerical,State-gov,153788,Some-college,10,Wife,0,0,37,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,286230,11th,7,Own-child,0,0,20,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,121362,Bachelors,13,Not-in-family,0,0,32,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,199856,HS-grad,9,Wife,0,0,50,United-States,<=50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,230899,5th-6th,3,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,230899,9th,5,Unmarried,0,0,40,Mexico,<=50K
"(55, 60)",Female,*,*,Other-service,Private,126991,HS-grad,9,Unmarried,0,0,20,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,169611,HS-grad,9,Wife,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Self-emp-not-inc,110238,Bachelors,13,Not-in-family,0,0,40,United-States,>50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,243226,10th,6,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Local-gov,130532,Bachelors,13,Not-in-family,0,0,35,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Local-gov,88856,7th-8th,4,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Self-emp-not-inc,154537,Bachelors,13,Not-in-family,0,0,20,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,126104,Masters,14,Not-in-family,0,1980,45,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Private,80167,Bachelors,13,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,308861,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,316235,HS-grad,9,Other-relative,0,0,32,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,118303,HS-grad,9,Not-in-family,0,0,35,United-States,>50K
"(55, 60)",Female,*,*,Prof-specialty,Local-gov,135439,Bachelors,13,Not-in-family,0,0,48,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,State-gov,223400,Bachelors,13,Wife,0,0,20,United-States,>50K
"(55, 60)",Female,*,*,Prof-specialty,Local-gov,102442,Bachelors,13,Wife,0,0,45,United-States,>50K
"(55, 60)",Female,*,*,Adm-clerical,Private,147653,Some-college,10,Wife,0,0,32,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,142791,7th-8th,4,Other-relative,0,1602,3,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,101436,HS-grad,9,Other-relative,0,0,35,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Local-gov,183169,Masters,14,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,317479,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Local-gov,130532,Some-college,10,Not-in-family,0,0,40,Poland,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,262642,HS-grad,9,Other-relative,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Protective-serv,Local-gov,171328,HS-grad,9,Other-relative,0,2339,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,28735,HS-grad,9,Unmarried,0,0,45,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,113203,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Handlers-cleaners,Private,179534,11th,7,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Tech-support,State-gov,153451,HS-grad,9,Wife,0,1887,40,United-States,>50K
"(55, 60)",Female,*,*,Other-service,Private,21792,HS-grad,9,Not-in-family,0,0,10,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,123515,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Local-gov,264436,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Self-emp-not-inc,51662,11th,7,Wife,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Federal-gov,264834,Bachelors,13,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Federal-gov,298643,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,266189,HS-grad,9,Unmarried,0,0,42,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Federal-gov,135028,HS-grad,9,Other-relative,0,0,35,United-States,<=50K
"(55, 60)",Female,*,*,Transport-moving,Private,106498,10th,6,Not-in-family,0,0,35,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Self-emp-not-inc,53566,Doctorate,16,Not-in-family,0,0,30,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,155976,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,247187,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Private,47619,Assoc-acdm,12,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Private,24694,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Self-emp-inc,207489,Bachelors,13,Not-in-family,0,0,50,Germany,<=50K
"(55, 60)",Female,*,*,Other-service,Private,212783,HS-grad,9,Not-in-family,0,0,38,United-States,<=50K
"(55, 60)",Female,*,*,Tech-support,Private,202220,Some-college,10,Unmarried,0,0,38,United-States,<=50K
"(55, 60)",Female,*,*,Priv-house-serv,Private,223400,Assoc-acdm,12,Other-relative,0,0,35,Poland,<=50K
"(55, 60)",Female,*,*,Sales,Self-emp-inc,187355,Some-college,10,Wife,0,0,60,Canada,>50K
"(55, 60)",Female,*,*,Other-service,Private,33350,HS-grad,9,Unmarried,0,0,35,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,177380,HS-grad,9,Not-in-family,0,0,29,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Self-emp-not-inc,331474,HS-grad,9,Wife,0,0,20,United-States,>50K
"(55, 60)",Female,*,*,Exec-managerial,Private,139843,HS-grad,9,Not-in-family,0,0,60,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,State-gov,300623,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,91545,10th,6,Unmarried,0,0,36,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Private,153551,Bachelors,13,Not-in-family,0,0,60,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,172291,HS-grad,9,Other-relative,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,142924,Masters,14,Not-in-family,0,0,24,United-States,>50K
"(55, 60)",Female,*,*,Adm-clerical,Private,162301,HS-grad,9,Not-in-family,0,0,45,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,116901,HS-grad,9,Unmarried,0,0,25,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Federal-gov,61298,Bachelors,13,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,293399,11th,7,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Local-gov,34878,Bachelors,13,Not-in-family,0,0,50,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Self-emp-not-inc,196403,HS-grad,9,Wife,0,0,10,United-States,>50K
"(55, 60)",Female,*,*,Sales,Private,284095,HS-grad,9,Not-in-family,0,0,37,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,81220,Some-college,10,Not-in-family,0,0,40,Canada,<=50K
"(55, 60)",Female,*,*,Other-service,Private,419732,Some-college,10,Unmarried,0,0,38,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,235205,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,659558,12th,8,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Private,266091,Bachelors,13,Not-in-family,2907,0,52,Cuba,<=50K
"(55, 60)",Female,*,*,Sales,Private,128162,HS-grad,9,Not-in-family,0,0,24,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Federal-gov,31728,Some-college,10,Wife,0,0,40,United-States,>50K
"(55, 60)",Female,*,*,Other-service,Local-gov,213975,HS-grad,9,Unmarried,0,0,30,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Federal-gov,30111,Some-college,10,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Private,261816,Some-college,10,Not-in-family,0,0,52,Outlying-US(Guam-USVI-etc),<=50K
"(55, 60)",Female,*,*,Other-service,Private,106748,7th-8th,4,Wife,0,0,99,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,71367,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,134756,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Private,104842,Bachelors,13,Unmarried,0,0,50,Haiti,<=50K
"(55, 60)",Female,*,*,Other-service,Private,205422,10th,6,Wife,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Private,167864,Assoc-voc,11,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,197642,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,29375,HS-grad,9,Not-in-family,0,0,35,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,183893,Some-college,10,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,196643,HS-grad,9,Not-in-family,0,0,15,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,35884,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Farming-fishing,Self-emp-not-inc,39380,Some-college,10,Not-in-family,27828,0,20,United-States,>50K
"(55, 60)",Female,*,*,Other-service,Private,279340,11th,7,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,99894,10th,6,Wife,0,0,30,Japan,>50K
"(55, 60)",Female,*,*,Prof-specialty,Private,96346,HS-grad,9,Not-in-family,0,0,57,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,354024,HS-grad,9,Wife,0,0,40,United-States,>50K
"(55, 60)",Female,*,*,Exec-managerial,Local-gov,223716,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,173090,HS-grad,9,Unmarried,0,0,32,United-States,<=50K
"(55, 60)",Female,*,*,Craft-repair,Private,148590,10th,6,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,109015,Some-college,10,Not-in-family,0,0,48,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,154100,Masters,14,Not-in-family,27828,0,45,United-States,>50K
"(55, 60)",Female,*,*,Sales,Private,274475,9th,5,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,149686,9th,5,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,171015,Some-college,10,Own-child,0,0,34,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,145214,Some-college,10,Unmarried,4650,0,20,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,247276,7th-8th,4,Not-in-family,0,0,30,United-States,<=50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,35411,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Local-gov,31365,Bachelors,13,Not-in-family,0,0,40,United-States,>50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,173580,Some-college,10,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Self-emp-not-inc,68006,7th-8th,4,Other-relative,0,0,60,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Self-emp-not-inc,62539,11th,7,Unmarried,0,0,65,Greece,>50K
"(55, 60)",Female,*,*,Prof-specialty,Private,136841,Bachelors,13,Wife,99999,0,35,United-States,>50K
"(55, 60)",Female,*,*,Prof-specialty,Self-emp-not-inc,188003,Bachelors,13,Not-in-family,0,0,50,United-States,>50K
"(55, 60)",Female,*,*,Adm-clerical,Private,196482,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,129762,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Self-emp-not-inc,194065,Assoc-acdm,12,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Local-gov,190748,Some-college,10,Unmarried,0,0,35,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Local-gov,129762,Some-college,10,Not-in-family,0,0,35,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,244554,11th,7,Not-in-family,0,0,35,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Local-gov,139452,HS-grad,9,Not-in-family,0,0,16,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Private,188856,Bachelors,13,Not-in-family,8614,0,55,United-States,>50K
"(55, 60)",Female,*,*,Prof-specialty,Local-gov,173090,Masters,14,Unmarried,0,0,45,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Federal-gov,107314,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Machine-op-inspct,Private,155657,7th-8th,4,Not-in-family,0,0,20,Yugoslavia,<=50K
"(55, 60)",Female,*,*,Sales,Self-emp-not-inc,346635,Masters,14,Unmarried,0,2339,60,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Local-gov,121111,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,131869,HS-grad,9,Not-in-family,0,0,35,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Local-gov,93211,Bachelors,13,Wife,0,0,22,United-States,>50K
"(55, 60)",Female,*,*,Exec-managerial,Private,308118,Assoc-acdm,12,Not-in-family,0,0,40,United-States,>50K
"(55, 60)",Female,*,*,Adm-clerical,Private,99131,HS-grad,9,Wife,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Self-emp-not-inc,175964,Some-college,10,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Local-gov,255406,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Private,32954,Assoc-voc,11,Not-in-family,0,0,36,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Private,133902,HS-grad,9,Unmarried,0,0,45,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Local-gov,52953,Doctorate,16,Not-in-family,0,1669,38,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,State-gov,67662,Masters,14,Not-in-family,0,0,39,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,State-gov,93415,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Private,187067,Bachelors,13,Not-in-family,0,0,62,Canada,<=50K
"(55, 60)",Female,*,*,Priv-house-serv,Private,119751,HS-grad,9,Other-relative,0,0,60,Philippines,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Self-emp-inc,120920,Masters,14,Not-in-family,0,0,35,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Self-emp-not-inc,78090,Some-college,10,Unmarried,0,0,48,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Local-gov,571017,Some-college,10,Wife,0,0,15,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Private,142158,Bachelors,13,Unmarried,0,0,35,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,193568,11th,7,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Private,169639,Assoc-acdm,12,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Craft-repair,Private,201344,Some-college,10,Unmarried,0,0,38,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Self-emp-not-inc,163047,Bachelors,13,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Private,99131,Masters,14,Not-in-family,0,0,40,United-States,>50K
"(55, 60)",Female,*,*,Exec-managerial,Private,203735,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Local-gov,259216,9th,5,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Private,105281,HS-grad,9,Not-in-family,0,1974,40,United-States,<=50K
"(55, 60)",Female,*,*,Tech-support,Private,220262,Assoc-acdm,12,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,164332,HS-grad,9,Not-in-family,0,0,16,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,242670,HS-grad,9,Unmarried,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,89182,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Exec-managerial,Private,34626,Some-college,10,Not-in-family,0,1980,40,United-States,<=50K
"(55, 60)",Female,*,*,Sales,Self-emp-not-inc,152030,Some-college,10,Wife,0,0,25,United-States,>50K
"(55, 60)",Female,*,*,Adm-clerical,Private,78707,HS-grad,9,Own-child,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Other-service,Private,121865,HS-grad,9,Not-in-family,0,0,40,United-States,<=50K
"(55, 60)",Female,*,*,Prof-specialty,Private,266091,Bachelors,13,Not-in-family,0,0,45,Mexico,<=50K
"(55, 60)",Female,*,*,Other-service,Private,24384,7th-8th,4,Not-in-family,0,0,10,United-States,<=50K
"(55, 60)",Female,*,*,Adm-clerical,Private,121362,Some-college,10,Unmarried,0,2258,38,United-States,>50K
"(55, 60)",Female,*,*,Sales,Private,97562,HS-grad,9,Wife,0,0,38,United-States,<=50K
